item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,rt_1,rt_2,rt_3,rt_4,rt_5,rt_6,rt_7,rt_8,rt_9,rt_10,rt_11,rt_12,rt_13,rt_14,rt_15,rt_16,rt_17,rt_18,rt_19,rt_20,rt_21,rt_22,rt_23,rt_24,rt_25,rt_26,rt_27,rt_28,rt_29,rt_30,rt_31,rt_32,rt_33,rt_34,rt_35,rt_36,rt_37,rt_38,rt_39,rt_40
9,9,9,9,0,9,0,9,0,9,9,0,9,9,9,9,0,9,9,9,1,9,9,9,9,9,0,9,0,0,1,1,0,9,9,9,9,1,0,9,NA,NA,NA,NA,6.294,NA,19.645,NA,30,NA,NA,30,NA,NA,NA,NA,23.316,NA,NA,NA,7.547,NA,NA,NA,NA,NA,30,NA,23.643,5.476,11.758,13.858,18.145,NA,NA,NA,NA,7.132,20.718,NA
1,1,1,1,1,1,9,9,1,1,1,1,9,1,0,1,1,9,0,1,1,1,1,1,1,1,0,1,9,1,1,1,1,1,1,0,1,1,0,1,6.482,6.43,4.77,4.294,16.503,2.638,NA,NA,12.504,4.816,4.1,4.949,NA,11.139,14.518,6.596,8.049,NA,8.798,11.177,3.42,3.883,2.848,8.424,6.399,4.317,9.245,3.097,NA,5.856,4.267,3.431,8.166,11.954,9.036,10.566,2.45,3.463,9.203,4.45
9,9,9,0,9,9,0,9,9,9,0,9,0,0,9,1,9,9,0,9,0,9,0,0,9,9,0,9,9,9,0,0,1,9,0,9,1,9,0,0,NA,NA,NA,10.297,NA,NA,16.081,NA,NA,NA,14.75,NA,26.17,19.207,NA,11.709,NA,NA,4.916,NA,9.464,NA,10.747,6.244,NA,NA,27.119,NA,NA,NA,5.37,3.187,12.894,NA,10.664,NA,13.588,NA,10.929,29.709
9,1,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,NA,14.117,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,8.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
9,9,9,9,9,9,9,0,0,9,9,9,1,9,9,1,9,9,9,9,9,9,1,0,9,9,0,9,9,9,9,9,9,9,0,0,9,1,9,9,NA,NA,NA,NA,NA,NA,NA,14.581,16.274,NA,NA,NA,26.021,NA,NA,30,NA,NA,NA,NA,NA,NA,18.112,3.631,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,30,13.755,NA,26.968,NA,NA
9,9,1,9,1,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,1,9,1,9,9,1,1,9,1,9,0,9,9,9,0,9,9,1,1,9,NA,NA,14.556,NA,30,NA,NA,NA,20.09,NA,NA,25.051,NA,16.05,NA,NA,NA,NA,NA,NA,13.799,NA,8.733,NA,NA,10.23,15.237,NA,30,NA,10.596,NA,NA,NA,22.667,NA,NA,7.583,11.867,NA
9,9,9,9,9,9,9,9,9,0,0,9,9,9,0,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,24.861,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,24.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
1,0,9,1,0,9,0,0,0,9,1,9,9,0,0,1,1,0,1,9,0,0,1,9,0,9,9,0,9,9,9,9,1,9,0,9,9,0,9,9,8.46,6.894,NA,14.887,13.528,NA,4.861,19.148,17.248,NA,11.66,NA,NA,6.725,19.541,14.319,12.06,10.817,11.431,NA,4.907,7.313,7.383,NA,15.666,NA,NA,5.039,NA,NA,NA,NA,16.463,NA,11.707,NA,NA,4.049,NA,NA
9,1,1,1,1,9,1,0,1,9,9,0,1,9,1,1,9,9,9,0,1,9,9,9,9,9,1,9,1,9,9,9,1,1,9,9,1,9,0,1,NA,5.434,7.384,6.757,9.499,NA,6.071,24.005,16.16,NA,NA,15.912,6.629,NA,11.762,14.288,NA,NA,NA,30,5.562,NA,NA,NA,NA,NA,17.393,NA,6.492,NA,NA,NA,12.307,12.663,NA,NA,8.323,NA,10.808,7.354
9,9,9,9,9,1,9,9,9,0,9,9,9,0,9,9,0,9,9,0,9,9,1,9,9,1,1,9,9,9,0,9,9,9,9,9,9,1,9,9,NA,NA,NA,NA,NA,24.987,NA,NA,NA,25.854,NA,NA,NA,13.91,NA,NA,20.81,NA,NA,30,NA,NA,27.771,NA,NA,18.529,24.547,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,9.547,NA,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.527,2.495,1.63,4.335,2.703,2.561,3.489,2.4,1.775,2.112,2.191,3.584,6.447,2.175,5.936,2.481,10.719,8.384,22.474,2.96,13.92,6.095,8.928,2.784,3.535,9.583,2.223,2.528,5.168,17.777,11.344,5.552,2.399,4.207,4.352,15.726,2.847,5.326,17.887,1.903
1,1,9,9,9,1,1,1,1,1,1,1,9,1,1,9,9,9,0,1,1,1,1,9,1,1,1,1,9,1,1,1,1,1,1,1,9,9,9,1,3.349,13.447,NA,NA,NA,10.233,4.198,6.041,10.024,8.368,3.733,4.976,NA,6.917,15.687,NA,NA,NA,8.793,9.647,2.333,6.2,5.431,NA,6.556,3.482,5.914,30,NA,15.623,10.799,4.718,5.98,4.996,5.984,14.833,NA,NA,NA,15.906
1,9,1,9,1,9,9,1,9,9,1,9,1,0,9,9,9,9,1,1,1,9,1,1,1,1,1,1,0,9,1,1,1,9,1,1,0,1,1,1,5.182,NA,6.389,NA,27.86,NA,NA,6.773,NA,NA,12.753,NA,3.716,10.65,NA,NA,NA,NA,23.777,18.998,5.022,NA,4.645,8.504,11.729,3.872,10.658,4.773,6.455,NA,4.413,5.89,6.433,NA,6.586,11.383,4.96,3.55,14.135,12.603
9,9,9,0,9,1,1,9,1,1,9,9,9,9,9,9,0,9,9,0,9,9,9,9,0,9,0,1,9,1,9,9,9,9,9,9,0,9,9,1,NA,NA,NA,10.614,NA,12.446,11.763,NA,12.52,30,NA,NA,NA,NA,NA,NA,10.164,NA,NA,28.902,NA,NA,NA,NA,30,NA,20.908,10.845,NA,15.027,NA,NA,NA,NA,NA,NA,8.213,NA,NA,22.737
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2.916,5.183,3.983,6.55,6.683,2.725,4.615,5.249,4.283,4.486,9.117,4.914,3.632,5.731,6.715,3.415,5.566,4.466,8.667,7.091,2.95,6.883,3.116,5.652,5.933,5.383,4.65,4,5.131,5.167,5.691,5.354,3.436,7.263,5.216,3.579,4.5,5.283,7.65,6.698
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2.012,3.437,3.219,4.704,8.941,1.693,4.921,3.498,5.897,5.08,4.732,3.643,2.556,4.776,6.269,3.696,4.4,1.979,6.389,7.966,3.345,6.44,2.789,7.127,11.35,2.906,3.999,2.836,4.886,7.227,3.127,2.823,4.714,4.309,3.51,10.646,2.6,2.887,7.893,5.45
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2.672,3.81,6.758,4.924,4.952,2.608,4.146,4.951,4.347,6.397,5.259,4.594,5.951,5.561,4.077,10.784,4.911,3.536,3.779,7.766,11.523,4.755,2.759,4.481,5.027,3.363,7.69,3.615,4.981,6.576,5.258,6.015,10.213,3.558,4.023,7.229,5.197,4.226,7.519,5.681
1,9,9,9,0,9,9,9,0,9,9,0,9,9,9,1,9,1,0,9,1,9,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,10.289,NA,NA,NA,30,NA,NA,NA,30,NA,NA,30,NA,NA,NA,13.24,NA,8.593,30,NA,8.566,NA,7.081,NA,NA,8.469,NA,9.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,9,1,9,1,9,1,1,1,1,1,1,1,9,9,1,9,9,9,9,1,9,1,1,9,1,9,1,1,9,1,1,9,0,9,1,9,9,9,10.457,NA,NA,14.262,NA,5.26,NA,12.576,10.168,11.932,14.305,10.792,7.158,18.501,NA,NA,11.248,NA,NA,NA,NA,9.918,NA,7.505,11.204,NA,9.947,NA,7.226,9.898,NA,13.438,9.431,NA,20.884,NA,19.928,NA,NA,NA
9,0,1,9,1,1,9,1,9,1,9,1,1,1,0,9,1,1,1,0,1,9,1,0,0,1,9,9,1,0,1,9,9,1,1,9,9,1,1,1,NA,8.622,4.896,NA,23.73,9.697,NA,9.838,NA,8.988,NA,4.441,7.743,8.776,6.091,NA,10.225,9.278,10.749,19.525,6.737,NA,8.209,6.502,13.889,4.815,NA,NA,8.137,6.21,6.877,NA,NA,8.869,10.583,NA,NA,5.498,13.336,7.68
1,0,0,0,1,1,0,0,0,0,1,0,9,0,0,9,0,1,0,0,9,9,0,0,0,1,0,0,0,0,0,0,9,0,0,9,0,0,9,9,3.886,7.22,6.161,4.893,26.527,6.064,11.738,15.614,3.789,9.957,4.001,4.97,NA,8.178,3.008,NA,5.342,7.99,6.696,9.604,NA,NA,8.212,5.369,8.54,3.749,6.119,4.474,5.85,18.212,7.328,5.121,NA,6.972,9.489,NA,15.997,4.387,NA,NA
1,9,9,9,9,9,9,1,9,9,9,9,1,9,0,9,9,0,9,1,9,9,9,9,9,1,0,9,9,9,1,9,9,0,9,9,9,9,9,9,7.527,NA,NA,NA,NA,NA,NA,8.62,NA,NA,NA,NA,6.058,NA,30,NA,NA,15.921,NA,30,NA,NA,NA,NA,NA,6.084,17.779,NA,NA,NA,10.656,NA,NA,22.684,NA,NA,NA,NA,NA,NA
9,0,9,0,0,0,9,0,0,9,0,9,9,9,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0,0,0,0,9,9,9,0,0,1,0,0,NA,10.042,NA,28.128,5.99,5.823,NA,5.228,4.833,NA,15.674,NA,NA,NA,11.358,7.442,9.713,5.363,3.981,13.41,NA,3.33,11.148,4.37,6.846,NA,18.968,NA,10.756,4.106,8.215,8.045,NA,NA,NA,6.157,8.131,12.829,6.178,3.978
1,1,9,1,9,1,9,9,0,9,1,1,9,9,9,0,0,1,0,9,1,0,9,9,9,9,9,9,9,1,0,1,1,1,0,1,0,9,9,1,5.143,10.504,NA,22.972,NA,2.865,NA,NA,14.749,NA,8.222,10.599,NA,NA,NA,9.125,8.901,7.879,11.288,NA,3.715,6.822,NA,NA,NA,NA,NA,NA,NA,10.003,7.532,4.914,6.299,10.025,3.925,30,8.652,NA,NA,10.753
1,1,1,9,9,9,1,0,9,0,9,1,9,9,0,9,9,1,0,0,9,1,9,0,9,1,9,9,9,0,0,1,0,0,0,9,9,9,0,0,4.512,23.935,4.383,NA,NA,NA,10.095,12.534,NA,14.345,NA,10.192,NA,NA,11.024,NA,NA,9.888,8.831,3.44,NA,6.767,NA,5.071,NA,12.629,NA,NA,NA,17.776,30,3.92,16.384,25.062,12.626,NA,NA,NA,7.694,2.54
9,9,0,1,9,9,9,0,9,9,9,1,9,9,9,9,9,9,9,9,0,9,9,1,0,0,1,9,9,9,9,9,9,9,0,0,9,9,9,0,NA,NA,30,13.015,NA,NA,NA,17.174,NA,NA,NA,14.633,NA,NA,NA,NA,NA,NA,NA,NA,5.228,NA,NA,14.414,30,8.403,17.421,NA,NA,NA,NA,NA,NA,NA,11.679,30,NA,NA,NA,30
9,9,9,9,0,9,1,9,1,9,1,0,9,9,9,9,1,9,9,0,9,1,9,0,9,1,1,1,9,9,0,9,9,9,9,9,9,1,9,1,NA,NA,NA,NA,30,NA,5.778,NA,30,NA,28.701,14.509,NA,NA,NA,NA,7.536,NA,NA,14.203,NA,10.196,NA,4.358,NA,28.557,13.35,6.769,NA,NA,11.104,NA,NA,NA,NA,NA,NA,6.846,NA,30
1,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,1,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,10.548,6.953,2.641,5.162,NA,30,7.379,10.736,3.152,3.12,3.735,6.498,2.922,2.371,NA,2.324,3.465,17.803,NA,9.491,5.078,12.576,3.005,NA,24.461,2.593,11.768,NA,8.847,5.091,2.766,3.632,NA,2.514,4.466,2.561,2.593,5.044,9.772,3.573
1,9,0,9,0,1,1,0,9,0,0,9,0,9,1,9,1,0,1,9,9,9,0,9,9,9,1,9,1,0,1,0,9,9,9,9,9,9,1,0,5.037,NA,8.188,NA,11.893,4.325,15.425,20.513,NA,10.316,7.292,NA,8.851,NA,28.517,NA,11.723,21.984,10.554,NA,NA,NA,9.625,NA,NA,NA,10.9,NA,7.468,18.22,13.798,10.514,NA,NA,NA,NA,NA,NA,8.288,13.763
9,0,9,9,0,9,9,9,9,9,9,9,0,0,0,1,9,9,9,0,9,9,1,9,9,0,0,0,9,0,9,1,9,9,9,9,9,9,0,9,NA,5.074,NA,NA,12.096,NA,NA,NA,NA,NA,NA,NA,30,13.334,6.319,30,NA,NA,NA,9.189,NA,NA,8.216,NA,NA,30,27.654,19.721,NA,9.291,NA,8.462,NA,NA,NA,NA,NA,NA,12.435,NA
9,9,1,9,0,9,0,9,0,0,9,9,9,9,0,9,9,9,1,9,9,9,9,1,0,9,0,9,9,0,9,9,9,1,9,9,1,9,0,9,NA,NA,8.494,NA,14.987,NA,25.392,NA,19.67,13.163,NA,NA,NA,NA,3.698,NA,NA,NA,30,NA,NA,NA,NA,13.107,5.406,NA,11.41,NA,NA,30,NA,NA,NA,12.989,NA,NA,17.074,NA,7.834,NA
9,1,0,9,9,1,9,1,0,0,0,0,0,0,0,9,1,0,0,0,1,9,0,0,9,0,9,1,9,0,0,0,9,9,9,9,0,1,0,9,NA,6.967,7.649,NA,NA,21.925,NA,18.826,4.995,5.736,11.803,11.399,8.887,8.704,13.383,NA,7.017,24.37,11.668,17.402,2.131,NA,3.649,3.398,NA,4.385,NA,5.62,NA,8.585,6.33,9.028,NA,NA,NA,NA,4.253,4.733,8.865,NA
1,1,1,9,9,1,9,1,9,0,0,9,1,1,0,9,9,0,0,0,1,1,1,1,0,9,9,1,9,9,0,9,9,9,9,9,9,9,9,9,9.867,26.42,8.967,NA,NA,7.55,NA,7.262,NA,23.018,2.411,NA,9.5,10.769,29.869,NA,NA,9.398,14.249,13.647,4.064,11.767,10.251,17.448,30,NA,NA,4.823,NA,NA,3.169,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,9,0,9,0,1,1,0,0,9,9,1,9,9,1,9,9,0,9,1,1,1,9,9,9,9,9,0,9,9,1,9,9,9,1,9,9,9,9,4.862,7.263,NA,6.708,NA,30,8.758,14.038,12.652,30,NA,NA,8.873,NA,NA,6.399,NA,NA,30,NA,6.836,6.347,7.234,NA,NA,NA,NA,NA,30,NA,NA,3.959,NA,NA,NA,13.523,NA,NA,NA,NA
0,0,1,9,0,1,0,9,0,0,9,9,0,0,0,9,9,9,0,0,9,0,9,0,9,1,0,0,0,0,0,9,0,0,0,0,0,9,0,9,1.906,12.152,12.85,NA,8.239,16.272,1.704,NA,14.363,9.455,NA,NA,7.225,9.491,2.355,NA,NA,NA,2.942,1.839,NA,30,NA,16.432,NA,5.791,8.578,1.93,3.505,2.494,19.63,NA,21.441,2.897,2.91,15.175,4.397,NA,4.278,NA
0,0,0,0,1,1,1,9,9,9,0,9,0,1,9,1,1,1,1,1,1,9,1,1,9,0,0,0,1,0,9,1,0,1,0,0,1,9,1,0,14.439,14.577,6.472,7.191,9.15,5.805,9.199,NA,NA,NA,5.478,NA,9.267,11.761,NA,7.412,5.577,4.282,11.907,13.575,6.563,NA,4.803,6.893,NA,11.764,2.496,4.159,4.825,5.672,NA,4.841,7.818,8.859,9.717,10.874,3.569,NA,9.79,3.727
1,9,9,9,9,9,9,9,9,0,9,9,9,0,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,0,9.212,NA,NA,NA,NA,NA,NA,NA,NA,17.642,NA,NA,NA,30,30,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.839,NA,NA,NA,NA,NA,NA,NA,NA,30
9,0,9,9,9,9,0,9,9,9,1,1,9,9,9,0,0,1,9,9,9,9,9,9,9,1,0,9,9,9,1,9,1,9,9,9,1,9,0,9,NA,19.155,NA,NA,NA,NA,23.438,NA,NA,NA,13.41,30,NA,NA,NA,28.446,25.933,14.514,NA,NA,NA,NA,NA,NA,NA,15.979,30,NA,NA,NA,15.231,NA,30,NA,NA,NA,5.827,NA,5.554,NA
9,9,9,9,9,9,9,1,9,1,9,9,9,1,1,9,9,9,9,1,1,9,1,1,9,9,9,9,1,1,9,9,9,9,9,9,1,9,1,9,NA,NA,NA,NA,NA,NA,NA,9.165,NA,11.031,NA,NA,NA,30,30,NA,NA,NA,NA,22.967,11.301,NA,13.108,13.632,NA,NA,NA,NA,9.367,26.246,NA,NA,NA,NA,NA,NA,6.953,NA,30,NA
1,9,9,1,9,1,1,9,1,1,1,1,9,9,1,1,0,9,1,1,1,9,1,1,1,9,1,1,9,1,9,9,9,9,1,9,1,9,9,0,3.234,NA,NA,24.34,NA,2.797,7.083,NA,8.901,8.999,12.77,9.01,NA,NA,30,9.214,4.284,NA,9.585,23.767,7.068,NA,5.028,7.863,12.774,NA,12.444,3.202,NA,12.894,NA,NA,NA,NA,7.248,NA,6.685,NA,NA,11.431
0,0,1,0,9,1,9,1,9,9,0,0,1,0,9,0,0,9,0,1,1,0,9,1,1,9,9,1,0,0,0,0,9,0,1,1,0,9,0,9,5.556,12.59,6.676,3.011,NA,3.438,NA,5.257,NA,NA,9.343,14.173,6.998,6.641,NA,12.565,12.759,NA,10.055,20.415,3.636,8.926,NA,10.535,8.794,NA,NA,5.12,4.062,10.778,12.987,8.752,NA,10.069,4.84,12.901,7.963,NA,9.88,NA
1,1,9,9,1,9,9,9,9,1,1,1,9,9,1,9,1,1,9,9,9,9,1,9,9,1,1,9,9,1,0,1,1,1,9,1,9,9,1,1,30,9.534,NA,NA,10.898,NA,NA,NA,NA,30,7.677,9.927,NA,NA,13.089,NA,7.286,8.94,NA,NA,NA,NA,8.751,NA,NA,14.97,15.454,NA,NA,20.665,7.805,6.271,11.208,10.898,NA,8.941,NA,NA,13.787,15.445
1,1,1,1,0,9,1,1,1,1,1,0,1,9,1,9,9,1,9,0,1,0,9,9,9,1,9,1,9,1,9,9,9,9,1,9,9,9,9,9,8.509,13.837,10.34,12.827,15.337,NA,9.034,7.199,12.703,10.612,16.132,15.021,6.743,NA,11.024,NA,NA,7.215,NA,25.897,5.362,22.173,NA,NA,NA,6.862,NA,8.374,NA,15.724,NA,NA,NA,NA,10.062,NA,NA,NA,NA,NA
0,9,0,0,0,0,0,0,9,0,9,0,0,9,0,9,0,9,9,0,0,9,9,9,0,1,0,0,0,0,9,9,9,9,9,0,0,9,0,9,29.084,NA,10.311,30,7.058,3.305,5.175,15.266,NA,9.74,NA,8.186,5.366,NA,14.345,NA,10.228,NA,NA,14.662,4.684,NA,NA,NA,11.771,20.901,8.839,5.9,8.774,6.089,NA,NA,NA,NA,NA,8.411,5.656,NA,4.362,NA
9,9,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,1,0,0,0,9,9,0,0,0,1,9,0,0,0,0,0,0,9,NA,NA,11.219,6.732,NA,8.643,22.318,10.434,12.785,3.165,2.612,4.39,7.667,4.93,23.142,4.709,13.258,NA,2.656,5.8,NA,6.538,9.921,6.329,8.933,2.84,NA,NA,9.078,4.883,5.785,5.668,NA,3.47,3.539,8.832,4.75,9.201,6.392,NA
9,9,9,9,9,1,9,9,9,9,9,1,0,9,9,9,1,1,1,1,9,1,9,9,9,1,9,9,1,9,9,9,9,1,9,9,9,9,1,9,NA,NA,NA,NA,NA,8.918,NA,NA,NA,NA,NA,30,30,NA,NA,NA,7.967,11.661,13.943,30,NA,12.367,NA,NA,NA,7.047,NA,NA,11.966,NA,NA,NA,NA,30,NA,NA,NA,NA,24.867,NA
9,9,0,9,1,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,1,9,9,9,9,1,9,9,9,NA,NA,18.921,NA,30,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.023,NA,NA,NA,30,NA,NA,NA,15.897,NA,NA,NA,NA,21.778,NA,NA,NA
0,9,0,0,1,1,9,1,9,0,9,9,9,9,0,9,0,1,9,0,1,0,9,9,9,1,9,0,0,9,0,9,1,0,0,1,1,0,9,9,7.871,NA,9.087,8.663,14.031,13.655,NA,30,NA,6.807,NA,NA,NA,NA,14.303,NA,18.063,22.879,NA,10.632,3.384,6.679,NA,NA,NA,5.503,NA,4.685,8.91,NA,7.599,NA,8.335,6.471,8.823,18.671,6.887,7.127,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.648,7.079,3.992,3.391,6.584,2.687,3.736,5.423,8.169,3.832,3.856,10.391,2.967,5.079,10.75,3.816,3.527,2.959,5.072,12.047,2.032,16.135,4.263,6.223,6.391,2.559,3.223,2.583,4.352,4.31,3.447,2.191,3.695,9.294,2.833,5.951,2.719,3.303,6.583,5.663
1,0,9,0,0,9,0,9,0,0,0,0,9,0,9,9,0,9,9,0,9,9,9,1,0,1,9,1,9,0,9,9,0,9,9,9,1,1,9,0,7.603,15.669,NA,7.062,5.8,NA,16.387,NA,11.398,26.852,10.491,8.959,NA,25.342,NA,NA,10.928,NA,NA,12.013,NA,NA,NA,11.649,6.771,8.099,NA,9.103,NA,16.617,NA,NA,8.855,NA,NA,NA,8.282,10.255,NA,9.299
9,9,1,9,0,1,9,1,0,9,0,9,0,9,9,9,9,1,9,9,9,9,9,9,0,1,9,1,1,9,9,9,0,9,9,9,1,9,9,9,NA,NA,5.599,NA,30,3.39,NA,26.09,8.328,NA,15.273,NA,17.393,NA,NA,NA,NA,20.405,NA,NA,NA,NA,NA,NA,30,6.252,NA,6.908,16.79,NA,NA,NA,25.808,NA,NA,NA,7.722,NA,NA,NA
1,1,1,1,9,1,9,1,1,9,1,0,9,1,0,1,1,1,9,1,0,1,9,1,9,9,9,9,1,0,9,9,9,1,1,9,9,1,0,0,4.127,9.08,8.575,26.894,NA,4.407,NA,6.112,11.847,NA,7.952,6.936,NA,10.703,6.096,9.664,7.064,9.383,NA,16.335,4.648,7.168,NA,12.851,NA,NA,NA,NA,12.742,8.943,NA,NA,NA,6.912,6.424,NA,NA,6.671,19.487,12.479
1,9,1,0,1,9,0,1,9,9,9,1,1,0,9,0,0,1,9,9,1,0,1,1,9,1,9,9,1,1,0,1,1,9,9,1,9,1,1,1,4.505,NA,4.753,6.041,11.466,NA,7.732,6.324,NA,NA,NA,10.896,12,16.904,NA,5.78,15.006,6.591,NA,NA,3.883,8.633,4.769,9.19,NA,7.033,NA,NA,11.457,9.479,8.99,6.943,8.65,NA,NA,7.017,NA,8.572,26.095,12.135
9,0,1,0,9,9,0,0,0,9,1,9,1,9,0,0,0,0,0,9,9,9,1,0,0,1,9,9,0,9,0,9,1,9,9,9,0,9,9,9,NA,25.903,11.99,7.946,NA,NA,5.53,11.483,17.541,NA,13.123,NA,10.368,NA,13.275,11.179,9.012,13.787,11.157,NA,NA,NA,6.832,9.501,5.187,23.35,NA,NA,7.051,NA,14.886,NA,6.95,NA,NA,NA,12.068,NA,NA,NA
9,1,1,0,1,9,0,9,0,1,1,0,9,9,9,0,9,1,9,9,1,9,1,9,9,9,1,1,0,1,0,0,1,9,9,0,9,1,9,1,NA,8.352,7.118,11.233,11.173,NA,8.186,NA,10.642,6.625,6.554,17.526,NA,NA,NA,14.241,NA,5.78,NA,NA,10.132,NA,10.326,NA,NA,NA,10.329,30,16.511,9.547,9.262,12.74,6.053,NA,NA,6.596,NA,5.696,NA,8.341
9,9,9,1,1,9,9,9,9,1,9,9,9,9,9,0,9,1,1,9,9,1,9,9,1,9,1,9,9,1,9,9,9,1,9,0,9,0,9,9,NA,NA,NA,13.586,25.614,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,17.153,NA,15.419,10.56,NA,NA,16.392,NA,NA,18.281,NA,12.572,NA,NA,16.606,NA,NA,NA,11.661,NA,30,NA,19.341,NA,NA
1,1,9,0,0,1,1,9,0,1,1,1,1,0,9,0,1,1,9,0,1,1,1,1,1,1,0,1,1,1,1,9,1,1,0,1,1,1,9,1,3.28,5.59,NA,4.169,4.499,3.973,5.688,NA,8.094,23.161,8.032,6.681,3.496,10.162,NA,16.865,7.515,3.373,NA,13.267,3.247,8.907,3.168,10.508,19.236,4.308,1.884,2.937,8.995,6.473,3.546,NA,5.78,8.807,4.702,5.307,6.31,3.111,NA,10.181
9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,14.39,NA,NA,NA,NA,NA,NA,NA,26.028,NA,NA,NA,30,NA,NA,NA,30,15.07,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,1,9,0,9,9,1,9,9,1,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,1,1,9,9,9,9,1,NA,NA,14.083,NA,26.924,NA,NA,28.74,NA,NA,15.469,NA,NA,NA,NA,NA,NA,NA,21.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.764,NA,NA,NA,27.773,30,NA,NA,NA,NA,30
9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,9,9,1,9,1,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,1,9,1,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.753,8.65,NA,NA,30,NA,20.714,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,9.52,NA,23.367
9,1,9,9,1,9,9,9,0,9,1,9,9,9,9,0,9,9,9,1,0,9,1,9,9,9,9,9,1,1,9,9,9,9,0,9,1,9,1,1,NA,13.244,NA,NA,18.693,NA,NA,NA,13.388,NA,21.017,NA,NA,NA,NA,16.765,NA,NA,NA,30,7.916,NA,17.843,NA,NA,NA,NA,NA,22.774,9.042,NA,NA,NA,NA,16.456,NA,16.591,NA,11.927,18.637
9,9,0,1,9,9,1,9,9,9,9,1,9,1,0,1,9,0,9,9,0,1,0,9,9,9,9,9,9,0,1,9,9,9,9,0,1,1,1,9,NA,NA,16.937,14.587,NA,NA,12.439,NA,NA,NA,NA,17.267,NA,16.737,28.262,13.432,NA,23.305,NA,NA,11.268,23.181,8.074,NA,NA,NA,NA,NA,NA,15.023,11.059,NA,NA,NA,NA,10.873,4.908,10.043,18.441,NA
